# Constructed from biom file
#OTU ID	mgm4517706.3	mgm4517705.3	mgm4517704.3	mgm4517707.3	ontology
K01210	688.0	0.0	0.0	588.0	Metabolism; Carbohydrate metabolism; 00500 Starch and sucrose metabolism [PATH:ko00500]; E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01220	29.0	0.0	0.0	31.0	Metabolism; Carbohydrate metabolism; 00052 Galactose metabolism [PATH:ko00052]; E3.2.1.85, lacG; 6-phospho-beta-galactosidase [EC:3.2.1.85]
K01223	396.0	903.0	1045.0	404.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]
K01232	61.0	178.0	189.0	63.0	Metabolism; Carbohydrate metabolism; 00500 Starch and sucrose metabolism [PATH:ko00500]; E3.2.1.122, glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]
K01237	0.0	0.0	0.0	2.0	Metabolism; Amino acid metabolism; 00380 Tryptophan metabolism [PATH:ko00380]; E3.2.1.147; myrosinase [EC:3.2.1.147]
K01241	75.0	34.0	0.0	72.0	Metabolism; Nucleotide metabolism; 00230 Purine metabolism [PATH:ko00230]; amn; AMP nucleosidase [EC:3.2.2.4]
K01246	198.0	0.0	0.0	0.0	Genetic Information Processing; Replication and repair; 03410 Base excision repair [PATH:ko03410]; tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
K01251	543.0	0.0	0.0	559.0	Metabolism; Amino acid metabolism; 00270 Cysteine and methionine metabolism [PATH:ko00270]; E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]
K01256	365.0	0.0	0.0	323.0	Metabolism; Metabolism of other amino acids; 00480 Glutathione metabolism [PATH:ko00480]; pepN; aminopeptidase N [EC:3.4.11.2]
K01278	1535.0	631.0	691.0	1430.0	Organismal Systems; Digestive system; 04974 Protein digestion and absorption [PATH:ko04974]; DPP4; dipeptidyl-peptidase 4 [EC:3.4.14.5]
K01352	1839.0	777.0	856.0	1856.0	Environmental Information Processing; Signaling molecules and interaction; 04080 Neuroactive ligand-receptor interaction [PATH:ko04080]; GZMA; granzyme A [EC:3.4.21.78]
K01353	598.0	217.0	282.0	617.0	Human Diseases; Cancers; 05202 Transcriptional misregulation in cancers [PATH:ko05202]; GZMB; granzyme B [EC:3.4.21.79]
K01424	1007.0	0.0	0.0	0.0	Metabolism; Amino acid metabolism; 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]; E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]
K01425	590.0	0.0	0.0	559.0	Metabolism; Amino acid metabolism; 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]; glsA, GLS; glutaminase [EC:3.5.1.2]
K01428	1239.0	316.0	362.0	1223.0	Human Diseases; Infectious diseases; 05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]; ureC; urease subunit alpha [EC:3.5.1.5]
K01433	136.0	0.0	0.0	0.0	Metabolism; Carbohydrate metabolism; 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]; purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
K01443	531.0	0.0	0.0	516.0	Metabolism; Carbohydrate metabolism; 00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]; E3.5.1.25, nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]
K01468	1982.0	1786.0	2013.0	1931.0	Metabolism; Amino acid metabolism; 00340 Histidine metabolism [PATH:ko00340]; E3.5.2.7, hutI; imidazolonepropionase [EC:3.5.2.7]
K01470	1371.0	1766.0	1992.0	1319.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]
K01477	507.0	0.0	0.0	0.0	Metabolism; Nucleotide metabolism; 00230 Purine metabolism [PATH:ko00230]; E3.5.3.4, ALLC, alc; allantoicase [EC:3.5.3.4]
K01484	3.0	0.0	0.0	0.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; astB; succinylarginine dihydrolase [EC:3.5.3.23]
K01491	832.0	0.0	0.0	0.0	Metabolism; Energy metabolism; 00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]; folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K01492	152.0	110.0	122.0	149.0	Metabolism; Nucleotide metabolism; 00230 Purine metabolism [PATH:ko00230]; E2.1.2.3; phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.3]
K01493	431.0	529.0	540.0	440.0	Metabolism; Nucleotide metabolism; 00240 Pyrimidine metabolism [PATH:ko00240]; comEB; dCMP deaminase [EC:3.5.4.12]
K01505	754.0	462.0	504.0	729.0	Metabolism; Carbohydrate metabolism; 00640 Propanoate metabolism [PATH:ko00640]; E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
K01507	2106.0	0.0	0.0	2004.0	Metabolism; Energy metabolism; 00190 Oxidative phosphorylation [PATH:ko00190]; ppa; inorganic pyrophosphatase [EC:3.6.1.1]
K01543	1374.0	0.0	0.0	1305.0	Metabolism; Energy metabolism; 00190 Oxidative phosphorylation [PATH:ko00190]; ATP4B; H+/K+-exchanging ATPase beta polypeptide [EC:3.6.3.10]
K01546	218.0	0.0	150.0	185.0	Environmental Information Processing; Signal transduction; 02020 Two-component system [PATH:ko02020]; kdpA; K+-transporting ATPase ATPase A chain [EC:3.6.3.12]
K01547	1009.0	0.0	0.0	950.0	Environmental Information Processing; Signal transduction; 02020 Two-component system [PATH:ko02020]; kdpB; K+-transporting ATPase ATPase B chain [EC:3.6.3.12]
K01548	70.0	0.0	0.0	68.0	Environmental Information Processing; Signal transduction; 02020 Two-component system [PATH:ko02020]; kdpC; K+-transporting ATPase ATPase C chain [EC:3.6.3.12]
K01558	1.0	0.0	0.0	0.0	Environmental Information Processing; Signal transduction; 04310 Wnt signaling pathway [PATH:ko04310]; WNT16; wingless-type MMTV integration site family, member 16
K01571	0.0	1121.0	1303.0	0.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; E4.1.1.3A, oadA; oxaloacetate decarboxylase, alpha subunit [EC:4.1.1.3]
K01572	1289.0	996.0	1205.0	1244.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; E4.1.1.3B, oadB; oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]
K01573	0.0	0.0	5.0	0.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; E4.1.1.3G, oadG; oxaloacetate decarboxylase, gamma subunit [EC:4.1.1.3]
K01575	11.0	0.0	0.0	13.0	Metabolism; Carbohydrate metabolism; 00650 Butanoate metabolism [PATH:ko00650]; E4.1.1.5, alsD; acetolactate decarboxylase [EC:4.1.1.5]
K01579	317.0	185.0	198.0	310.0	Metabolism; Metabolism of cofactors and vitamins; 00770 Pantothenate and CoA biosynthesis [PATH:ko00770]; panD; aspartate 1-decarboxylase [EC:4.1.1.11]
K01580	824.0	237.0	274.0	761.0	Human Diseases; Endocrine and metabolic diseases; 04940 Type I diabetes mellitus [PATH:ko04940]; E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]
K01581	65.0	0.0	0.0	62.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]
K01585	960.0	552.0	603.0	875.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; E4.1.1.19S, speA; arginine decarboxylase [EC:4.1.1.19]
K01586	807.0	1233.0	1343.0	777.0	Metabolism; Amino acid metabolism; 00300 Lysine biosynthesis [PATH:ko00300]; lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
K01588	0.0	0.0	0.0	393.0	Metabolism; Nucleotide metabolism; 00230 Purine metabolism [PATH:ko00230]; purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
K01591	777.0	0.0	909.0	792.0	Metabolism; Nucleotide metabolism; 00240 Pyrimidine metabolism [PATH:ko00240]; pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
K01597	25.0	0.0	0.0	23.0	Metabolism; Metabolism of terpenoids and polyketides; 00900 Terpenoid backbone biosynthesis [PATH:ko00900]; MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]
K01604	10.0	0.0	0.0	0.0	Metabolism; Carbohydrate Metabolism; 00640 Propanoate metabolism [PATH:ko00640]; PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3]
K01605	184.0	66.0	84.0	171.0	Metabolism; Carbohydrate Metabolism; 00640 Propanoate metabolism [PATH:ko00640]; mmdA; methylmalonyl-CoA decarboxylase alpha chain [EC:4.1.1.41]
K01607	241.0	0.0	0.0	199.0	Metabolism; Xenobiotics biodegradation and metabolism; 00362 Benzoate degradation [PATH:ko00362]; pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
K01609	1573.0	1825.0	2049.0	1516.0	Metabolism; Amino acid metabolism; 00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]; trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
K01610	2453.0	2542.0	2759.0	2371.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
K01611	1396.0	1710.0	1953.0	1358.0	Metabolism; Amino acid metabolism; 00270 Cysteine and methionine metabolism [PATH:ko00270]; E4.1.1.50, speD; S-adenosylmethionine decarboxylase [EC:4.1.1.50]
K01615	523.0	0.0	0.0	0.0	Metabolism; Carbohydrate metabolism; 00650 Butanoate metabolism [PATH:ko00650]; E4.1.1.70; glutaconyl-CoA decarboxylase [EC:4.1.1.70]
K01617	0.0	1.0	0.0	0.0	Metabolism; Xenobiotics biodegradation and metabolism; 00362 Benzoate degradation [PATH:ko00362]; E4.1.1.77; 4-oxalocrotonate decarboxylase [EC:4.1.1.77]
K01621	108.0	0.0	0.0	110.0	Metabolism; Carbohydrate metabolism; 00030 Pentose phosphate pathway [PATH:ko00030]; E4.1.2.9; phosphoketolase [EC:4.1.2.9]
K01623	114.0	79.0	91.0	112.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01624	1334.0	1284.0	1460.0	1294.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
K01625	541.0	0.0	0.0	526.0	Metabolism; Amino acid metabolism; 00330 Arginine and proline metabolism [PATH:ko00330]; eda; 2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.16]
K01627	546.0	0.0	0.0	503.0	Metabolism; Glycan biosynthesis and metabolism; 00540 Lipopolysaccharide biosynthesis [PATH:ko00540]; kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
K01629	236.0	225.0	233.0	172.0	Metabolism; Carbohydrate metabolism; 00040 Pentose and glucuronate interconversions [PATH:ko00040]; rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
K01632	38.0	86.0	98.0	39.0	Metabolism; Energy metabolism; 00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]; E4.1.2.22; fructose-6-phosphate phosphoketolase [EC:4.1.2.22]
K01635	25.0	0.0	0.0	34.0	Metabolism; Carbohydrate metabolism; 00052 Galactose metabolism [PATH:ko00052]; lacD; tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]
K01639	293.0	254.0	321.0	270.0	Metabolism; Carbohydrate metabolism; 00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]; E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase [EC:4.1.3.3]
K01641	29.0	0.0	0.0	27.0	Metabolism; Amino acid metabolism; 00280 Valine, leucine and isoleucine degradation [PATH:ko00280]; E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
K01647	523.0	1004.0	0.0	504.0	Metabolism; Carbohydrate metabolism; 00020 Citrate cycle (TCA cycle) [PATH:ko00020]; CS, gltA; citrate synthase [EC:2.3.3.1]
K01649	1029.0	1564.0	1709.0	978.0	Metabolism; Amino acid metabolism; 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]; leuA; 2-isopropylmalate synthase [EC:2.3.3.13]
K01657	516.0	0.0	0.0	0.0	Metabolism; Amino acid metabolism; 00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]; trpE; anthranilate synthase component I [EC:4.1.3.27]
K01661	417.0	213.0	260.0	388.0	Metabolism; Metabolism of cofactors and vitamins; 00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]; menB; naphthoate synthase [EC:4.1.3.36]
K01665	116.0	0.0	0.0	120.0	Metabolism; Metabolism of cofactors and vitamins; 00790 Folate biosynthesis [PATH:ko00790]; pabB; para-aminobenzoate synthetase component I [EC:2.6.1.85]
K01666	1921.0	1868.0	2119.0	1787.0	Metabolism; Amino acid metabolism; 00360 Phenylalanine metabolism [PATH:ko00360]; E4.1.3.39, mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]
K01667	641.0	233.0	277.0	574.0	Metabolism; Amino acid metabolism; 00380 Tryptophan metabolism [PATH:ko00380]; tnaA; tryptophanase [EC:4.1.99.1]
K01670	1334.0	1284.0	1460.0	1292.0	Metabolism; Xenobiotics biodegradation and metabolism; 00626 Naphthalene degradation [PATH:ko00626]; nmsA; naphthyl-2-methylsuccinate synthase alpha subunit [EC:4.1.99.-]
K01672	117.0	0.0	0.0	116.0	Metabolism; Energy metabolism; 00910 Nitrogen metabolism [PATH:ko00910]; E4.2.1.1; carbonic anhydrase [EC:4.2.1.1]
K01676	1438.0	508.0	613.0	1427.0	Metabolism; Carbohydrate metabolism; 00020 Citrate cycle (TCA cycle) [PATH:ko00020]; E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]
K01677	868.0	1697.0	1920.0	907.0	Metabolism; Carbohydrate metabolism; 00020 Citrate cycle (TCA cycle) [PATH:ko00020]; E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]
K01681	927.0	1654.0	1901.0	898.0	Metabolism; Amino acid metabolism; 00300 Lysine biosynthesis [PATH:ko00300]; ACO, acnA; aconitate hydratase 1 / homoaconitase [EC:4.2.1.3 4.2.1.-]
K01686	1035.0	927.0	1031.0	1012.0	Metabolism; Carbohydrate metabolism; 00040 Pentose and glucuronate interconversions [PATH:ko00040]; uxuA; mannonate dehydratase [EC:4.2.1.8]
K01687	1258.0	1805.0	2055.0	1241.0	Metabolism; Amino acid metabolism; 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]; ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
K01689	1686.0	1435.0	1584.0	1638.0	Environmental Information Processing; Signal transduction; 04066 HIF-1 signaling pathway [PATH:ko04066]; ENO, eno; enolase [EC:4.2.1.11]
K01693	961.0	0.0	917.0	911.0	Metabolism; Amino acid metabolism; 00340 Histidine metabolism [PATH:ko00340]; E4.2.1.19, hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K01696	803.0	1393.0	1623.0	757.0	Metabolism; Amino acid metabolism; 00260 Glycine, serine and threonine metabolism [PATH:ko00260]; trpB; tryptophan synthase beta chain [EC:4.2.1.20]
K01697	2037.0	1903.0	2053.0	1998.0	Metabolism; Amino acid metabolism; 00260 Glycine, serine and threonine metabolism [PATH:ko00260]; E4.2.1.22, CBS; cystathionine beta-synthase [EC:4.2.1.22]
K01702	3074.0	2866.0	3202.0	2986.0	Metabolism; Amino acid metabolism; 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]; LEU1; 3-isopropylmalate dehydratase [EC:4.2.1.33]
K01703	2217.0	1771.0	2067.0	2129.0	Metabolism; Amino acid metabolism; 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]; leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
K01704	375.0	387.0	427.0	306.0	Metabolism; Amino acid metabolism; 00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]; leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
K01707	1795.0	652.0	718.0	1779.0	Metabolism; Carbohydrate metabolism; 00053 Ascorbate and aldarate metabolism [PATH:ko00053]; E4.2.1.41; 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
K01708	19.0	0.0	0.0	0.0	Metabolism; Carbohydrate metabolism; 00053 Ascorbate and aldarate metabolism [PATH:ko00053]; garD; galactarate dehydratase [EC:4.2.1.42]
K01709	444.0	697.0	784.0	427.0	Metabolism; Carbohydrate metabolism; 00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]; rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]
K01710	2135.0	2152.0	2371.0	2096.0	Metabolism; Biosynthesis of other secondary metabolites; 00521 Streptomycin biosynthesis [PATH:ko00521]; E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
K01711	867.0	1251.0	1363.0	847.0	Metabolism; Carbohydrate metabolism; 00051 Fructose and mannose metabolism [PATH:ko00051]; E4.2.1.47, gmd; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
K01712	1628.0	634.0	734.0	1496.0	Metabolism; Amino acid metabolism; 00340 Histidine metabolism [PATH:ko00340]; hutU, UROC1; urocanate hydratase [EC:4.2.1.49]
K01715	1572.0	827.0	994.0	1549.0	Metabolism; Carbohydrate metabolism; 00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]; crt; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]
K01716	190.0	552.0	605.0	166.0	Metabolism; Lipid metabolism; 00061 Fatty acid biosynthesis [PATH:ko00061]; fabA; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K01720	1850.0	790.0	879.0	1869.0	Metabolism; Carbohydrate metabolism; 00640 Propanoate metabolism [PATH:ko00640]; E4.2.1.79, prpD; 2-methylcitrate dehydratase [EC:4.2.1.79]
K01721	599.0	223.0	283.0	617.0	Metabolism; Amino acid metabolism; 00380 Tryptophan metabolism [PATH:ko00380]; E4.2.1.84; nitrile hydratase [EC:4.2.1.84]
K01723	414.0	0.0	0.0	0.0	Metabolism; Lipid metabolism; 00592 alpha-Linolenic acid metabolism [PATH:ko00592]; AOS; hydroperoxide dehydratase [EC:4.2.1.92]
K01730	0.0	18.0	15.0	1.0	Metabolism; Carbohydrate metabolism; 00040 Pentose and glucuronate interconversions [PATH:ko00040]; E4.2.2.6; oligogalacturonide lyase [EC:4.2.2.6]
K01734	549.0	0.0	0.0	551.0	Metabolism; Carbohydrate metabolism; 00620 Pyruvate metabolism [PATH:ko00620]; E4.2.3.3, mgsA; methylglyoxal synthase [EC:4.2.3.3]
K01738	970.0	0.0	0.0	910.0	Metabolism; Amino acid metabolism; 00270 Cysteine and methionine metabolism [PATH:ko00270]; cysK; cysteine synthase A [EC:2.5.1.47]
K01740	1353.0	1793.0	2096.0	1340.0	Metabolism; Amino acid metabolism; 00270 Cysteine and methionine metabolism [PATH:ko00270]; E2.5.1.49, metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K01744	463.0	0.0	0.0	470.0	Metabolism; Amino acid metabolism; 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]; aspA; aspartate ammonia-lyase [EC:4.3.1.1]
K01745	1352.0	0.0	0.0	1305.0	Metabolism; Amino acid metabolism; 00340 Histidine metabolism [PATH:ko00340]; hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]
K01746	2330.0	0.0	0.0	2077.0	Metabolism; Metabolism of cofactors and vitamins; 00670 One carbon pool by folate [PATH:ko00670]; E4.3.1.4; formiminotetrahydrofolate cyclodeaminase [EC:4.3.1.4]
K01749	1428.0	0.0	0.0	1360.0	Metabolism; Metabolism of cofactors and vitamins; 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]; hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]
K01752	1080.0	0.0	0.0	0.0	Metabolism; Amino acid metabolism; 00260 Glycine, serine and threonine metabolism [PATH:ko00260]; E4.3.1.17, sdaA; L-serine dehydratase [EC:4.3.1.17]
K01753	425.0	771.0	848.0	409.0	Metabolism; Amino acid metabolism; 00260 Glycine, serine and threonine metabolism [PATH:ko00260]; dsdA; D-serine dehydratase [EC:4.3.1.18]
K01754	1637.0	2566.0	2972.0	1525.0	Metabolism; Amino acid metabolism; 00260 Glycine, serine and threonine metabolism [PATH:ko00260]; E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]
K01755	982.0	1151.0	1272.0	972.0	Metabolism; Amino acid metabolism; 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]; argH, ASL; argininosuccinate lyase [EC:4.3.2.1]
K01756	1489.0	1315.0	1459.0	1421.0	Metabolism; Amino acid metabolism; 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]; E4.3.2.2, purB; adenylosuccinate lyase [EC:4.3.2.2]
K01757	363.0	533.0	563.0	350.0	Metabolism; Biosynthesis of other secondary metabolites; 00901 Indole alkaloid biosynthesis [PATH:ko00901]; E4.3.3.2; strictosidine synthase [EC:4.3.3.2]
K01759	556.0	0.0	0.0	0.0	Environmental Information Processing; Signal transduction; 04011 MAPK signaling pathway - yeast [PATH:ko04011]; E4.4.1.5, GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]
K01770	1689.0	1771.0	0.0	1630.0	Metabolism; Metabolism of terpenoids and polyketides; 00900 Terpenoid backbone biosynthesis [PATH:ko00900]; ispF; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]
K01771	72.0	0.0	0.0	56.0	Metabolism; Carbohydrate metabolism; 00562 Inositol phosphate metabolism [PATH:ko00562]; E4.6.1.13, plc; 1-phosphatidylinositol phosphodiesterase [EC:4.6.1.13]
K01772	3093.0	1151.0	1253.0	2921.0	Metabolism; Metabolism of cofactors and vitamins; 00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]; hemH, FECH; ferrochelatase [EC:4.99.1.1]
K01784	3462.0	0.0	3868.0	3356.0	Metabolism; Carbohydrate metabolism; 00052 Galactose metabolism [PATH:ko00052]; galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]
K01787	211.0	89.0	107.0	196.0	Metabolism; Carbohydrate metabolism; 00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]; RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]
K01790	1390.0	0.0	0.0	1335.0	Metabolism; Biosynthesis of other secondary metabolites; 00521 Streptomycin biosynthesis [PATH:ko00521]; rfbC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
K01791	1654.0	0.0	0.0	1690.0	Metabolism; Carbohydrate metabolism; 00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]; wecB; UDP-N-acetylglucosamine 2-epimerase [EC:5.1.3.14]
K01792	1397.0	0.0	0.0	0.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
K01793	839.0	0.0	0.0	795.0	Metabolism; Glycan biosynthesis and metabolism; 00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534]; GLCE; heparosan-N-sulfate-glucuronate 5-epimerase [EC:5.1.3.17]
K01804	1617.0	1112.0	1305.0	1563.0	Metabolism; Carbohydrate metabolism; 00040 Pentose and glucuronate interconversions [PATH:ko00040]; araA; L-arabinose isomerase [EC:5.3.1.4]
K01805	1157.0	450.0	489.0	1119.0	Metabolism; Carbohydrate metabolism; 00040 Pentose and glucuronate interconversions [PATH:ko00040]; xylA; xylose isomerase [EC:5.3.1.5]
K01807	90.0	0.0	0.0	93.0	Metabolism; Carbohydrate metabolism; 00030 Pentose phosphate pathway [PATH:ko00030]; rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
K01810	1672.0	1517.0	1733.0	1675.0	Metabolism; Carbohydrate metabolism; 00010 Glycolysis / Gluconeogenesis [PATH:ko00010]; GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]
K01812	1114.0	924.0	1001.0	1051.0	Metabolism; Carbohydrate metabolism; 00040 Pentose and glucuronate interconversions [PATH:ko00040]; uxaC; glucuronate isomerase [EC:5.3.1.12]
K01815	597.0	605.0	674.0	577.0	Metabolism; Carbohydrate metabolism; 00040 Pentose and glucuronate interconversions [PATH:ko00040]; E5.3.1.17, kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
K01818	550.0	366.0	415.0	538.0	Metabolism; Carbohydrate metabolism; 00051 Fructose and mannose metabolism [PATH:ko00051]; fucI; L-fucose isomerase [EC:5.3.1.25]
K01819	25.0	28.0	0.0	0.0	Metabolism; Carbohydrate metabolism; 00052 Galactose metabolism [PATH:ko00052]; E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase [EC:5.3.1.26]
K01834	3062.0	0.0	0.0	2995.0	Metabolism; Amino acid metabolism; 00260 Glycine, serine and threonine metabolism [PATH:ko00260]; gpmA, PGAM; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.1]
K01839	301.0	612.0	681.0	301.0	Metabolism; Carbohydrate metabolism; 00030 Pentose phosphate pathway [PATH:ko00030]; deoB; phosphopentomutase [EC:5.4.2.7]
K01840	2750.0	0.0	0.0	0.0	Metabolism; Carbohydrate metabolism; 00051 Fructose and mannose metabolism [PATH:ko00051]; E5.4.2.8, manB; phosphomannomutase [EC:5.4.2.8]
K01843	1670.0	1350.0	1498.0	1584.0	Metabolism; Amino acid metabolism; 00310 Lysine degradation [PATH:ko00310]; E5.4.3.2, kamA; lysine 2,3-aminomutase [EC:5.4.3.2]
K01847	4744.0	2516.0	2790.0	4529.0	Metabolism; Amino acid metabolism; 00280 Valine, leucine and isoleucine degradation [PATH:ko00280]; MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
K01849	1798.0	670.0	732.0	1790.0	Metabolism; Amino acid metabolism; 00280 Valine, leucine and isoleucine degradation [PATH:ko00280]; E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
K01850	100.0	61.0	0.0	91.0	Metabolism; Amino acid metabolism; 00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]; E5.4.99.5; chorismate mutase [EC:5.4.99.5]
K01856	109.0	0.0	0.0	110.0	Metabolism; Xenobiotics biodegradation and metabolism; 00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]; catB; muconate cycloisomerase [EC:5.5.1.1]
K01858	1928.0	1720.0	1934.0	1845.0	Metabolism; Biosynthesis of other secondary metabolites; 00521 Streptomycin biosynthesis [PATH:ko00521]; E5.5.1.4, INO1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]
